Title,Url,Price,ISBN-10,ISBN,Author,Format,Pages,Publisher,Language
Ragman - reissue (And Other Cries of Faith),https://bulkbookstore.com/ragman-reissue-and-other-cries-of-faith-9780060526146,12.99,0060526149,b'9780060526146',Walter Wangerin,Paperback,224.0,"HarperCollins (January 6, 2004)",English
"No Biting, Louise",https://bulkbookstore.com/no-biting-louise-9780060526283,17.89,0060526289,b'9780060526283',"Margie Palatini, Matthew Reinhart",Hardcover,32.0,"HarperCollins (August 21, 2007)",English
The Cheese,https://bulkbookstore.com/the-cheese-9780060526306,17.99,0060526300,b'9780060526306',"Margie Palatini, Steve Johnson, Lou Fancher",Hardcover,32.0,"HarperCollins (April 24, 2007)",English
Roxaboxen,https://bulkbookstore.com/roxaboxen-9780060526337,7.99,0060526335,b'9780060526337',"Alice McLerran, Barbara Cooney",Paperback,32.0,"HarperCollins (April 13, 2004)",English
Get Some Love,https://bulkbookstore.com/get-some-love-9780060526481,14.99,0060526483,b'9780060526481',Nina Foxx,Paperback,288.0,"HarperCollins (July 29, 2003)",English
Gunstories (Life-Changing Experiences with Guns),https://bulkbookstore.com/gunstories-life-changing-experiences-with-guns-9780060526610,8.99,0060526610,b'9780060526610',"S. Beth Atkin, S. Beth Atkin",Paperback,256.0,"HarperCollins (November 13, 2007)",English
I Love Trucks! Board Book,https://bulkbookstore.com/i-love-trucks-board-book-9780060526665,7.99,0060526661,b'9780060526665',"Philemon Sturges, Shari Halpern",Board Book,34.0,"HarperCollins (March 18, 2003)",English
The Berenstain Bears Go Back to School,https://bulkbookstore.com/the-berenstain-bears-go-back-to-school-9780060526733-1,15.99,0060526734,b'9780060526733',"Jan Berenstain, Mike Berenstain, Stan Berenstain, Mike Berenstain",Hardcover,32.0,"HarperCollins (June 28, 2005)",English
Princess Lessons,https://bulkbookstore.com/princess-lessons-a-princess-diaries-book-9780060526771,15.99,0060526777,b'9780060526771',"Meg Cabot, Chesley McLaren",Hardcover,144.0,"HarperCollins (March 25, 2003)",English
The Puppy Who Wanted a Boy,https://bulkbookstore.com/the-puppy-who-wanted-a-boy-9780060526986,7.99,006052698X,b'9780060526986',"Jane Thayer, Lisa McCue",Paperback,32.0,"HarperCollins (September 27, 2005)",English
Under the Big Top (A Season with the Circus),https://bulkbookstore.com/under-the-big-top-a-season-with-the-circus-9780060527020,17.99,0060527021,b'9780060527020',Bruce Feiler,Paperback,288.0,"HarperCollins (March 25, 2003)",English
Looking for Class (Days and Nights at Oxford and Cambridge),https://bulkbookstore.com/looking-for-class-days-and-nights-at-oxford-and-cambridge-9780060527037,16.99,006052703X,b'9780060527037',Bruce Feiler,Paperback,352.0,"HarperCollins (June 3, 2003)",English
To Marry the Duke,https://bulkbookstore.com/to-marry-the-duke-9780060527044,6.99,0060527048,b'9780060527044',Julianne MacLean,Paperback,384.0,"HarperCollins (May 27, 2003)",English
The Sensory-Sensitive Child (Practical Solutions for Out-of-Bounds Behavior),https://bulkbookstore.com/the-sensory-sensitive-child-practical-solutions-for-out-of-bounds-behavior-9780060527181,16.99,0060527188,b'9780060527181',"Karen A. Smith, Karen R. Gouze",Paperback,304.0,"HarperCollins (May 3, 2005)",English
Judging Thomas (The Life and Times of Clarence Thomas),https://bulkbookstore.com/judging-thomas-the-life-and-times-of-clarence-thomas-9780060527228,15.99,0060527226,b'9780060527228',Ken Foskett,Paperback,368.0,"HarperCollins (April 26, 2005)",English
"An Innocent, a Broad",https://bulkbookstore.com/an-innocent-a-broad-9780060527242,15.99,0060527242,b'9780060527242',Ann Leary,Paperback,256.0,"HarperCollins (April 12, 2005)",English
Double Shot,https://bulkbookstore.com/double-shot-9780060527303,7.99,0060527307,b'9780060527303',Diane Mott Davidson,Paperback,400.0,"HarperCollins (August 30, 2005)",English
Dark Tort,https://bulkbookstore.com/dark-tort-9780060527327,8.99,0060527323,b'9780060527327',Diane Mott Davidson,Paperback,464.0,"HarperCollins (June 26, 2007)",English
Sweet Revenge,https://bulkbookstore.com/sweet-revenge-9780060527341,7.99,006052734X,b'9780060527341',Diane Mott Davidson,Paperback,512.0,"HarperCollins (August 26, 2008)",English
Florida Poems,https://bulkbookstore.com/florida-poems-9780060527365,14.99,0060527366,b'9780060527365',Campbell McGrath,Paperback,112.0,"HarperCollins (February 4, 2003)",English
In Your Arms Again,https://bulkbookstore.com/in-your-arms-again-9780060527426,5.99,0060527420,b'9780060527426',Kathryn Smith,Paperback,384.0,"HarperCollins (May 25, 2004)",English
The Velveteen Rabbit Board Book,https://bulkbookstore.com/the-velveteen-rabbit-board-book-9780060527464,6.99,0060527463,b'9780060527464',"Margery Williams, Thea Kliros",Board Book,22.0,"HarperCollins (January 20, 2004)",English
Pete's a Pizza Board Book,https://bulkbookstore.com/petes-a-pizza-board-book-9780060527549,8.99,0060527544,b'9780060527549',"William Steig, William Steig",Board Book,34.0,"HarperCollins (August 5, 2003)",English
Families Like Mine (Children of Gay Parents Tell It Like It Is),https://bulkbookstore.com/families-like-mine-children-of-gay-parents-tell-it-like-it-is-9780060527587,16.99,0060527587,b'9780060527587',Abigail Garner,Paperback,288.0,"HarperCollins (April 5, 2005)",English
How to Drive Your Sister Crazy,https://bulkbookstore.com/how-to-drive-your-sister-crazy-9780060527624,16.99,0060527625,b'9780060527624',"Diane Z. Shore, Laura Rankin",Hardcover,48.0,"HarperCollins (October 21, 2008)",English
Loose Tooth,https://bulkbookstore.com/loose-tooth-9780060527785,4.99,0060527781,b'9780060527785',"Lola M. Schaefer, Sylvie Wickstrom",Paperback,32.0,"HarperCollins (April 5, 2005)",English
Ardor (A Novel of Enchantment),https://bulkbookstore.com/ardor-a-novel-of-enchantment-9780060527891,15.99,0060527897,b'9780060527891',Lily Prior,Paperback,240.0,"HarperCollins (July 5, 2005)",English
Never Mind the Pollacks (A Rock and Roll Novel),https://bulkbookstore.com/never-mind-the-pollacks-a-rock-and-roll-novel-9780060527914,12.99,0060527919,b'9780060527914',Neal Pollack,Paperback,288.0,"HarperCollins (September 21, 2004)",English
Warrior of the Light (A Manual),https://bulkbookstore.com/warrior-of-the-light-a-manual-9780060527983,15.99,0060527986,b'9780060527983',Paulo Coelho,Paperback,160.0,"HarperCollins (March 30, 2004)",English
The Book of Dead Birds (A Novel),https://bulkbookstore.com/the-book-of-dead-birds-a-novel-9780060528041,14.99,0060528044,b'9780060528041',Gayle Brandeis,Paperback,256.0,"HarperCollins (April 22, 2004)",English
Hip: The History,https://bulkbookstore.com/hip-the-history-9780060528188,16.99,0060528184,b'9780060528188',John Leland,Paperback,432.0,"HarperCollins (August 2, 2005)",English
"Catfight (Rivalries Among Women--from Diets to Dating, from the Boardroom to the Delivery Room)",https://bulkbookstore.com/catfight-rivalries-among-women-from-diets-to-dating-from-the-boardroom-to-the-delivery-room-9780060528386,13.99,0060528389,b'9780060528386',Leora Tanenbaum,Paperback,352.0,"HarperCollins (September 2, 2003)",English
Duke of Sin,https://bulkbookstore.com/duke-of-sin-9780060528409,6.99,0060528400,b'9780060528409',Adele Ashworth,Paperback,384.0,"HarperCollins (October 26, 2004)",English
It Had to Be You (A Grace & Favor Mystery),https://bulkbookstore.com/it-had-to-be-you-a-grace-favor-mystery-9780060528447,8.99,0060528443,b'9780060528447',Jill Churchill,Paperback,256.0,"HarperCollins (March 29, 2005)",English
The Accidental Florist,https://bulkbookstore.com/the-accidental-florist-9780060528461,7.99,006052846X,b'9780060528461',Jill Churchill,Paperback,224.0,"HarperCollins (November 27, 2007)",English
Madame Tussaud (A Life in Wax),https://bulkbookstore.com/madame-tussaud-a-life-in-wax-9780060528485,15.99,0060528486,b'9780060528485',Kate Berridge,Paperback,368.0,"HarperCollins (August 14, 2007)",English
Jump at the Sun (A Novel),https://bulkbookstore.com/jump-at-the-sun-a-novel-9780060528508,13.95,0060528508,b'9780060528508',Kim McLarin,Paperback,320.0,"HarperCollins (July 31, 2007)",English
Abhorsen,https://bulkbookstore.com/abhorsen-9780060528737,10.99,0060528737,b'9780060528737',Garth Nix,Paperback,528.0,"HarperCollins (January 20, 2004)",English
"Give Me a Break (How I Exposed Hucksters, Cheats, and Scam Artists and Became the Scourge of the Liberal Media...)",https://bulkbookstore.com/give-me-a-break-how-i-exposed-hucksters-cheats-and-scam-artists-and-became-the-scourge-of-the-liberal-media-9780060529154,14.99,0060529156,b'9780060529154',John Stossel,Paperback,320.0,"HarperCollins (January 25, 2005)",English
What to Expect at Preschool,https://bulkbookstore.com/what-to-expect-at-preschool-9780060529208-1,3.99,0060529202,b'9780060529208',"Heidi Murkoff, Laura Rader",Paperback,24.0,"HarperCollins (July 1, 2003)",English
Maybe You Never Cry Again,https://bulkbookstore.com/maybe-you-never-cry-again-9780060529321,16.99,0060529326,b'9780060529321',Bernie Mac,Paperback,304.0,"HarperCollins (October 12, 2004)",English
The River Road (A Novel),https://bulkbookstore.com/the-river-road-a-novel-9780060529352,14.99,0060529350,b'9780060529352',Karen Osborn,Paperback,288.0,"HarperCollins (August 14, 2003)",English
I Want a Hippopotamus for Christmas,https://bulkbookstore.com/i-want-a-hippopotamus-for-christmas-9780060529420,17.99,0060529423,b'9780060529420',"John Rox, Bruce Whatley",Hardcover,32.0,"HarperCollins (September 27, 2005)",English
"Invitation to Seduction, An",https://bulkbookstore.com/invitation-to-seduction-an-9780060529468,7.99,0060529466,b'9780060529468',Lorraine Heath,Paperback,384.0,"HarperCollins (May 25, 2004)",English
As an Earl Desires,https://bulkbookstore.com/as-an-earl-desires-9780060529475,7.99,0060529474,b'9780060529475',Lorraine Heath,Paperback,384.0,"HarperCollins (March 29, 2005)",English
Mavericks of the Sky (The First Daring Pilots of the U.S. Air Mail),https://bulkbookstore.com/mavericks-of-the-sky-the-first-daring-pilots-of-the-u-s-air-mail-9780060529505,15.99,0060529504,b'9780060529505',"Barry Rosenberg, Catherine Macaulay",Paperback,368.0,"HarperCollins (February 20, 2007)",English
"The Big Bing (Black Holes of Time Management, Gaseous Executive Bodies, Exploding Careers, and Other Theories on the Origins of the Business Universe)",https://bulkbookstore.com/the-big-bing-black-holes-of-time-management-gaseous-executive-bodies-exploding-careers-and-other-theories-on-the-origins-of-the-business-universe-9780060529574,14.99,0060529571,b'9780060529574',Stanley Bing,Paperback,368.0,"HarperCollins (January 3, 2006)",English
"Like Trees, Walking (A Novel)",https://bulkbookstore.com/like-trees-walking-a-novel-9780060529604,15.99,0060529601,b'9780060529604',Ravi Howard,Paperback,272.0,"HarperCollins (January 22, 2008)",English
Driving the King (A Novel),https://bulkbookstore.com/driving-the-king-a-novel-9780060529611,25.99,006052961X,b'9780060529611',Ravi Howard,Hardcover,336.0,"HarperCollins (January 6, 2015)",English
Everything Is Illuminated (A Novel),https://bulkbookstore.com/everything-is-illuminated-a-novel-9780060529703,15.99,0060529709,b'9780060529703',Jonathan Safran Foer,Paperback,288.0,"HarperCollins (April 1, 2003)",English
Crossing Over (One Woman's Escape from Amish Life),https://bulkbookstore.com/crossing-over-one-womans-escape-from-amish-life-9780060529925,13.99,006052992X,b'9780060529925',"Ruth Irene Garrett, Rick Farrant",Paperback,208.0,"HarperCollins (January 7, 2003)",English
The Dark Pond,https://bulkbookstore.com/the-dark-pond-9780060529987,7.99,0060529989,b'9780060529987',"Joseph Bruchac, Sally Wern Comport",Paperback,160.0,"HarperCollins (July 26, 2005)",English
The Grandmothers (Four Short Novels),https://bulkbookstore.com/the-grandmothers-four-short-novels-9780060530112,16.99,0060530111,b'9780060530112',Doris Lessing,Paperback,336.0,"HarperCollins (January 4, 2005)",English
"Story of General Dann and Mara's Daughter, Griot and the Snow Dog (A Novel)",https://bulkbookstore.com/story-of-general-dann-and-maras-daughter-griot-and-the-snow-dog-a-novel-9780060530136,13.95,0060530138,b'9780060530136',Doris Lessing,Paperback,288.0,"HarperCollins (December 26, 2006)",English
The Twentieth Century (A People's History),https://bulkbookstore.com/the-twentieth-century-a-peoples-history-9780060530341,16.99,0060530340,b'9780060530341',Howard Zinn,Paperback,512.0,"HarperCollins (February 4, 2003)",English
But Come Ye Back (A Novel in Stories),https://bulkbookstore.com/but-come-ye-back-a-novel-in-stories-9780060530372,13.95,0060530375,b'9780060530372',Beth Lordan,Paperback,288.0,"HarperCollins (January 4, 2005)",English
The Kill Clause,https://bulkbookstore.com/the-kill-clause-9780060530396,8.99,0060530391,b'9780060530396',Gregg Hurwitz,Paperback,576.0,"HarperCollins (August 31, 2004)",English
The Program (A Novel),https://bulkbookstore.com/the-program-a-novel-9780060530419,8.99,0060530413,b'9780060530419',Gregg Hurwitz,Paperback,464.0,"HarperCollins (August 30, 2005)",English
The Secret Symbols of the Dollar Bill (A Closer Look at the Hidden Magic and Meaning of the Money You Use Every Day),https://bulkbookstore.com/the-secret-symbols-of-the-dollar-bill-a-closer-look-at-the-hidden-magic-and-meaning-of-the-money-you-use-every-day-9780060530457,13.99,0060530456,b'9780060530457',David Ovason,Paperback,208.0,"HarperCollins (November 30, 2004)",English
After the Dinosaurs (Mammoths and Fossil Mammals),https://bulkbookstore.com/after-the-dinosaurs-mammoths-and-fossil-mammals-9780060530556,4.99,0060530553,b'9780060530556',"Charlotte Lewis Brown, Phil Wilson",Paperback,32.0,"HarperCollins (October 2, 2007)",English
Beyond the Dinosaurs (Monsters of the Air and Sea),https://bulkbookstore.com/beyond-the-dinosaurs-monsters-of-the-air-and-sea-9780060530587,4.99,0060530588,b'9780060530587',"Charlotte Lewis Brown, Phil Wilson",Paperback,32.0,"HarperCollins (May 6, 2008)",English
Simpsons Comics Madness,https://bulkbookstore.com/simpsons-comics-madness-9780060530617,15.99,0060530618,b'9780060530617',Matt Groening,Paperback,160.0,"HarperCollins (April 1, 2003)",English
On the Couch,https://bulkbookstore.com/on-the-couch-9780060530792,10.95,0060530790,b'9780060530792',Alisa Kwitney,Paperback,320.0,"HarperCollins (June 15, 2004)",English
The Graveyard Book,https://bulkbookstore.com/the-graveyard-book-9780060530921,17.99,0060530928,b'9780060530921',"Neil Gaiman, Dave McKean, Margaret Atwood",Hardcover,320.0,"HarperCollins (September 30, 2008)",English
One Hundred Years of Solitude,https://bulkbookstore.com/one-hundred-years-of-solitude-9780060531041,26.99,0060531045,b'9780060531041',Gabriel Garcia Marquez,Hardcover,432.0,"HarperCollins (June 24, 2003)",English
Warped Passages (Unraveling the Mysteries of the Universe's Hidden Dimensions),https://bulkbookstore.com/warped-passages-unraveling-the-mysteries-of-the-universes-hidden-dimensions-9780060531096,17.99,0060531096,b'9780060531096',Lisa Randall,Paperback,512.0,"HarperCollins (September 19, 2006)",English
Seasons in Basilicata (A Year in a Southern Italian Hill Village),https://bulkbookstore.com/seasons-in-basilicata-a-year-in-a-southern-italian-hill-village-9780060531119,15.99,0060531118,b'9780060531119',David Yeadon,Paperback,480.0,"HarperCollins (July 5, 2005)",English
1812 (The War That Forged a Nation),https://bulkbookstore.com/1812-the-war-that-forged-a-nation-9780060531133,16.99,0060531134,b'9780060531133',Walter R. Borneman,Paperback,392.0,"HarperCollins (October 4, 2005)",English
"The Rescue Artist (A True Story of Art, Thieves, and the Hunt for a Missing Masterpiece)",https://bulkbookstore.com/the-rescue-artist-a-true-story-of-art-thieves-and-the-hunt-for-a-missing-masterpiece-9780060531188,14.99,0060531185,b'9780060531188',Edward Dolnick,Paperback,336.0,"HarperCollins (June 27, 2006)",English
When He Was Wicked,https://bulkbookstore.com/when-he-was-wicked-9780060531232,7.99,0060531231,b'9780060531232',Julia Quinn,Paperback,384.0,"HarperCollins (June 29, 2004)",English
It's In His Kiss,https://bulkbookstore.com/its-in-his-kiss-9780060531249,7.99,006053124X,b'9780060531249',Julia Quinn,Paperback,384.0,"HarperCollins (June 28, 2005)",English
Mighty Maddie,https://bulkbookstore.com/mighty-maddie-9780060531614,6.99,0060531614,b'9780060531614',"Stuart J. Murphy, Bernice Lum",Paperback,40.0,"HarperCollins (September 21, 2004)",English
Tally O'Malley,https://bulkbookstore.com/tally-omalley-9780060531645,6.99,0060531649,b'9780060531645',"Stuart J. Murphy, Cynthia Jabar",Paperback,40.0,"HarperCollins (September 14, 2004)",English
